"","mother_id","unique_m","unique_mm","Speed_m","Speed_mm","Temp_m","Temp_mm","Condition_m","Condition_mm","Sex_m","Sex_mm","mom_c"
"573","H161","H161_9HHfemales","H161_1HCfemales",1.590159064,0.812920924,38,38,"HH","HC","F","F","H"
"574","H166","H166_1HHfemales","H166_1HCfemales",1.38071737,1.416548138,38,38,"HH","HC","F","F","H"
"575","H180","H180_4HHfemales","H180_1HCfemales",1.539174631,1.437721722,38,38,"HH","HC","F","F","H"
"576","H190","H190_2HHmales","H190_1HCfemales",1.625974972,0.738933664,38,38,"HH","HC","M","F","H"
"577","H25","H25_2HHfemales","H25_1HCfemales",1.499138208,0.479763814,38,38,"HH","HC","F","F","H"
"578","H32","H32_4HHfemales","H32_1HCfemales",1.354913066,1.153932445,38,38,"HH","HC","F","F","H"
"579","H42","H42_1HHfemales","H42_1HCfemales",1.425968287,0.84734909,38,38,"HH","HC","F","F","H"
"580","H50","H50_3HHfemales","H50_1HCfemales",0.768897108,1.162374448,38,38,"HH","HC","F","F","H"
"581","H51","H51_5HHfemales","H51_1HCfemales",1.614747595,1.445653358,38,38,"HH","HC","F","F","H"
"582","H55","H55_3HHfemales","H55_1HCfemales",1.104980053,1.149625447,38,38,"HH","HC","F","F","H"
"583","H83","H83_1HHfemales","H83_1HCfemales",1.408840988,0.003039485,38,38,"HH","HC","F","F","H"
"584","H86","H86_2HHfemales","H86_1HCfemales",1.37148651,1.204563521,38,38,"HH","HC","F","F","H"
"585","H87","H87_1HHfemales","H87_1HCmales",1.242878324,0.735369734,38,38,"HH","HC","F","M","H"
"586","H89","H89_2HHfemales","H89_1HCfemales",1.607226129,1.029751877,38,38,"HH","HC","F","F","H"
"587","H94","H94_1HHfemales","H94_1HCfemales",1.533772184,1.426815427,38,38,"HH","HC","F","F","H"
"588","H97","H97_5HHfemales","H97_1HCfemales",0.47232638,1.554489468,38,38,"HH","HC","F","F","H"
"589","C10","C10_1CCfemales","C10_1CHfemales",0.762764085,1.13784012,40,40,"CC","CH","F","F","C"
"590","C111","C111_1CCfemales","C111_2CHfemales",0.268718931,1.81380704,40,40,"CC","CH","F","F","C"
"591","C112","C112_1CCfemales","C112_1CHfemales",0.875768364,0.998060921,40,40,"CC","CH","F","F","C"
"592","C126","C126_1CCfemales","C126_1CHfemales",0.646297715,1.316758064,40,40,"CC","CH","F","F","C"
"593","C132","C132_1CCfemales","C132_1CHfemales",0.352657894,1.328107155,40,40,"CC","CH","F","F","C"
"594","C134","C134_1CCfemales","C134_1CHfemales",0.726792251,1.008487017,40,40,"CC","CH","F","F","C"
"595","C14","C14_1CCfemales","C14_1CHfemales",0.369232658,1.37337711,40,40,"CC","CH","F","F","C"
"596","C145","C145_1CCfemales","C145_3CHfemales",0.395941439,0.971834892,40,40,"CC","CH","F","F","C"
"597","C149","C149_1CCfemales","C149_4CHfemales",0.480543283,1.185806168,40,40,"CC","CH","F","F","C"
"598","C151","C151_1CCfemales","C151_1CHfemales",0.55557198,1.202861734,40,40,"CC","CH","F","F","C"
"599","C153","C153_1CCfemales","C153_1CHfemales",0.282310255,0.612151324,40,40,"CC","CH","F","F","C"
"600","C156","C156_1CCfemales","C156_1CHfemales",1.018169335,1.334675195,40,40,"CC","CH","F","F","C"
"601","C16","C16_1CCfemales","C16_2CHfemales",0.671441749,1.003519272,40,40,"CC","CH","F","F","C"
"602","C165","C165_1CCfemales","C165_1CHfemales",0.50447886,0.53931842,40,40,"CC","CH","F","F","C"
"603","C179","C179_1CCfemales","C179_5CHfemales",0.786600402,1.442018157,40,40,"CC","CH","F","F","C"
"604","C182","C182_1CCfemales","C182_7CHfemales",0.619869876,1.046955651,40,40,"CC","CH","F","F","C"
"605","C184","C184_1CCfemales","C184_1CHfemales",0.617053787,0.596362107,40,40,"CC","CH","F","F","C"
"606","C199","C199_1CCfemales","C199_1CHfemales",0.279185575,0.887273498,40,40,"CC","CH","F","F","C"
"607","C21","C21_1CCfemales","C21_5CHfemales",0.638614427,1.060886313,40,40,"CC","CH","F","F","C"
"608","C32","C32_1CCfemales","C32_3CHfemales",0.63281833,0.6677388,40,40,"CC","CH","F","F","C"
"609","C44","C44_1CCfemales","C44_8CHfemales",0.838916035,0.941432239,40,40,"CC","CH","F","F","C"
"610","C51","C51_1CCfemales","C51_1CHfemales",0.564528995,1.174355653,40,40,"CC","CH","F","F","C"
"611","C71","C71_1CCfemales","C71_1CHfemales",0.562177201,1.643481663,40,40,"CC","CH","F","F","C"
"612","C76","C76_1CCfemales","C76_1CHfemales",0.634063891,1.581941029,40,40,"CC","CH","F","F","C"
"613","C85","C85_1CCfemales","C85_5CHfemales",0.534910342,1.134326253,40,40,"CC","CH","F","F","C"
"614","C93","C93_1CCfemales","C93_2CHfemales",0.882782141,1.27417257,40,40,"CC","CH","F","F","C"
"615","H105","H105_6HHfemales","H105_1HCfemales",1.325499117,1.145564594,40,40,"HH","HC","F","F","H"
"616","H124","H124_2HHfemales","H124_1HCfemales",1.292490623,0.34023986,40,40,"HH","HC","F","F","H"
"617","H129","H129_1HHfemales","H129_1HCfemales",1.111332664,0.649497851,40,40,"HH","HC","F","F","H"
"618","H13","H13_6HHfemales","H13_1HCfemales",1.269827056,0.341715928,40,40,"HH","HC","F","F","H"
"619","H132","H132_1HHfemales","H132_1HCfemales",1.491577832,0.548628538,40,40,"HH","HC","F","F","H"
"620","H134","H134_3HHfemales","H134_1HCfemales",0.84609107,0.636920924,40,40,"HH","HC","F","F","H"
"621","H155","H155_1HHfemales","H155_1HCfemales",0.691575454,0.009289439,40,40,"HH","HC","F","F","H"
"622","H161","H161_9HHfemales","H161_1HCfemales",1.490515518,0.343004498,40,40,"HH","HC","F","F","H"
"623","H166","H166_1HHfemales","H166_1HCfemales",1.06171514,0.568538712,40,40,"HH","HC","F","F","H"
"624","H180","H180_4HHfemales","H180_1HCfemales",1.293580131,0.660584878,40,40,"HH","HC","F","F","H"
"625","H190","H190_2HHmales","H190_1HCfemales",1.489995586,0.293724776,40,40,"HH","HC","M","F","H"
"626","H25","H25_2HHfemales","H25_1HCfemales",1.275226445,0.24514853,40,40,"HH","HC","F","F","H"
"627","H32","H32_4HHfemales","H32_1HCfemales",0.490780809,0.368828838,40,40,"HH","HC","F","F","H"
"628","H42","H42_1HHfemales","H42_1HCfemales",1.305124129,0.62861682,40,40,"HH","HC","F","F","H"
"629","H50","H50_3HHfemales","H50_1HCfemales",1.378852447,0.652765551,40,40,"HH","HC","F","F","H"
"630","H51","H51_5HHfemales","H51_1HCfemales",1.505186839,0.635817744,40,40,"HH","HC","F","F","H"
"631","H55","H55_3HHfemales","H55_1HCfemales",1.167236782,0.388429959,40,40,"HH","HC","F","F","H"
"632","H83","H83_1HHfemales","H83_1HCfemales",1.295162817,0.016498707,40,40,"HH","HC","F","F","H"
"633","H86","H86_2HHfemales","H86_1HCfemales",1.040469169,0.739449881,40,40,"HH","HC","F","F","H"
"634","H87","H87_1HHfemales","H87_1HCmales",1.093209219,0.141661595,40,40,"HH","HC","F","M","H"
"635","H89","H89_2HHfemales","H89_1HCfemales",1.195796457,0.490744387,40,40,"HH","HC","F","F","H"
"636","H94","H94_1HHfemales","H94_1HCfemales",1.48249928,0.989104607,40,40,"HH","HC","F","F","H"
"637","H97","H97_5HHfemales","H97_1HCfemales",0.494844545,0.611566552,40,40,"HH","HC","F","F","H"
"638","C10","C10_1CCfemales","C10_1CHfemales",0.105925691,0.575375835,42,42,"CC","CH","F","F","C"
"639","C111","C111_1CCfemales","C111_2CHfemales",0.022461501,0.572491299,42,42,"CC","CH","F","F","C"
"640","C112","C112_1CCfemales","C112_1CHfemales",0.154694105,0.345747172,42,42,"CC","CH","F","F","C"
"641","C126","C126_1CCfemales","C126_1CHfemales",0.062127511,0.81157381,42,42,"CC","CH","F","F","C"
"642","C132","C132_1CCfemales","C132_1CHfemales",0.012980815,0.635912946,42,42,"CC","CH","F","F","C"
"643","C134","C134_1CCfemales","C134_1CHfemales",0.075418871,0.863699122,42,42,"CC","CH","F","F","C"
"644","C14","C14_1CCfemales","C14_1CHfemales",0.003585398,0.648265513,42,42,"CC","CH","F","F","C"
"645","C145","C145_1CCfemales","C145_3CHfemales",0.013824711,0.411070634,42,42,"CC","CH","F","F","C"
"646","C149","C149_1CCfemales","C149_4CHfemales",0.019149298,0.275100455,42,42,"CC","CH","F","F","C"
"647","C151","C151_1CCfemales","C151_1CHfemales",0.06367791,0.311790069,42,42,"CC","CH","F","F","C"
"648","C153","C153_1CCfemales","C153_1CHfemales",0.009922566,0.032251025,42,42,"CC","CH","F","F","C"
"649","C156","C156_1CCfemales","C156_1CHfemales",0.134800783,0.656166711,42,42,"CC","CH","F","F","C"
"650","C16","C16_1CCfemales","C16_2CHfemales",0.117190757,0.219293839,42,42,"CC","CH","F","F","C"
"651","C165","C165_1CCfemales","C165_1CHfemales",0.062177119,0.298394872,42,42,"CC","CH","F","F","C"
"652","C179","C179_1CCfemales","C179_5CHfemales",0.057805365,1.191949985,42,42,"CC","CH","F","F","C"
"653","C182","C182_1CCfemales","C182_7CHfemales",0.069792312,0.153856964,42,42,"CC","CH","F","F","C"
"654","C184","C184_1CCfemales","C184_1CHfemales",0.077815843,0.322906414,42,42,"CC","CH","F","F","C"
"655","C199","C199_1CCfemales","C199_1CHfemales",0.005617036,0.201171326,42,42,"CC","CH","F","F","C"
"656","C21","C21_1CCfemales","C21_5CHfemales",0.093699066,0.315567181,42,42,"CC","CH","F","F","C"
"657","C32","C32_1CCfemales","C32_3CHfemales",0.06792989,0.476515901,42,42,"CC","CH","F","F","C"
"658","C44","C44_1CCfemales","C44_8CHfemales",0.078536256,0.247126994,42,42,"CC","CH","F","F","C"
"659","C51","C51_1CCfemales","C51_1CHfemales",0.047735569,0.312614195,42,42,"CC","CH","F","F","C"
"660","C71","C71_1CCfemales","C71_1CHfemales",0.089680086,0.842134897,42,42,"CC","CH","F","F","C"
"661","C76","C76_1CCfemales","C76_1CHfemales",0.095423105,0.779931999,42,42,"CC","CH","F","F","C"
"662","C85","C85_1CCfemales","C85_5CHfemales",0.010532147,0.489596974,42,42,"CC","CH","F","F","C"
"663","C93","C93_1CCfemales","C93_2CHfemales",0.088081639,0.645043634,42,42,"CC","CH","F","F","C"
"664","H105","H105_6HHfemales","H105_1HCfemales",0.597921874,0.11152984,42,42,"HH","HC","F","F","H"
"665","H124","H124_2HHfemales","H124_1HCfemales",0.594963123,0.0278636,42,42,"HH","HC","F","F","H"
"666","H129","H129_1HHfemales","H129_1HCfemales",0.627984628,0.014607135,42,42,"HH","HC","F","F","H"
"667","H13","H13_6HHfemales","H13_1HCfemales",0.440961064,0.033982526,42,42,"HH","HC","F","F","H"
"668","H132","H132_1HHfemales","H132_1HCfemales",0.713779549,0.019556258,42,42,"HH","HC","F","F","H"
"669","H134","H134_3HHfemales","H134_1HCfemales",0.499319357,0.057725478,42,42,"HH","HC","F","F","H"
"670","H155","H155_1HHfemales","H155_1HCfemales",0.442321082,0.013165506,42,42,"HH","HC","F","F","H"
"671","H161","H161_9HHfemales","H161_1HCfemales",0.580284825,0.041585369,42,42,"HH","HC","F","F","H"
"672","H166","H166_1HHfemales","H166_1HCfemales",0.122005568,0.09842159,42,42,"HH","HC","F","F","H"
"673","H180","H180_4HHfemales","H180_1HCfemales",0.671008381,0.094616741,42,42,"HH","HC","F","F","H"
"674","H190","H190_2HHmales","H190_1HCfemales",0.90797598,0.036734254,42,42,"HH","HC","M","F","H"
"675","H25","H25_2HHfemales","H25_1HCfemales",0.423341749,0.025035648,42,42,"HH","HC","F","F","H"
"676","H32","H32_4HHfemales","H32_1HCfemales",0.146205358,0.052800094,42,42,"HH","HC","F","F","H"
"677","H42","H42_1HHfemales","H42_1HCfemales",0.354820481,0.164318255,42,42,"HH","HC","F","F","H"
"678","H50","H50_3HHfemales","H50_1HCfemales",0.894605724,0.056572968,42,42,"HH","HC","F","F","H"
"679","H51","H51_5HHfemales","H51_1HCfemales",0.352718907,0.022560864,42,42,"HH","HC","F","F","H"
"680","H55","H55_3HHfemales","H55_1HCfemales",0.483428511,0.009238649,42,42,"HH","HC","F","F","H"
"681","H83","H83_1HHfemales","H83_1HCfemales",0.517213682,0.006419871,42,42,"HH","HC","F","F","H"
"682","H86","H86_2HHfemales","H86_1HCfemales",0.47948726,0.028403442,42,42,"HH","HC","F","F","H"
"683","H87","H87_1HHfemales","H87_1HCmales",0.327956515,0.01126295,42,42,"HH","HC","F","M","H"
"684","H89","H89_2HHfemales","H89_1HCfemales",0.45152984,0.062899794,42,42,"HH","HC","F","F","H"
"685","H94","H94_1HHfemales","H94_1HCfemales",0.90138919,0.056500077,42,42,"HH","HC","F","F","H"
"686","H97","H97_5HHfemales","H97_1HCfemales",0.125197036,0.104400198,42,42,"HH","HC","F","F","H"
"687","C10","C10_1CCfemales","C10_1CHfemales",0.014354638,0.072281793,44,44,"CC","CH","F","F","C"
"688","C111","C111_1CCfemales","C111_2CHfemales",0.00881593,0.015653628,44,44,"CC","CH","F","F","C"
"689","C112","C112_1CCfemales","C112_1CHfemales",0.015179666,0.021146731,44,44,"CC","CH","F","F","C"
"690","C126","C126_1CCfemales","C126_1CHfemales",0.000325945,0.131037926,44,44,"CC","CH","F","F","C"
"691","C132","C132_1CCfemales","C132_1CHfemales",0.016192799,0.081422578,44,44,"CC","CH","F","F","C"
"692","C134","C134_1CCfemales","C134_1CHfemales",0.012267344,0.127937957,44,44,"CC","CH","F","F","C"
"693","C14","C14_1CCfemales","C14_1CHfemales",0.002933507,0.050290343,44,44,"CC","CH","F","F","C"
"694","C145","C145_1CCfemales","C145_3CHfemales",0.008441925,0.054234174,44,44,"CC","CH","F","F","C"
"695","C149","C149_1CCfemales","C149_4CHfemales",0.004072053,0,44,44,"CC","CH","F","F","C"
"696","C151","C151_1CCfemales","C151_1CHfemales",0.00309476,0.037763009,44,44,"CC","CH","F","F","C"
"697","C153","C153_1CCfemales","C153_1CHfemales",0.005049346,0.011026215,44,44,"CC","CH","F","F","C"
"698","C156","C156_1CCfemales","C156_1CHfemales",0.011137587,0.073733783,44,44,"CC","CH","F","F","C"
"699","C16","C16_1CCfemales","C16_2CHfemales",0.007268667,0.014761488,44,44,"CC","CH","F","F","C"
"700","C165","C165_1CCfemales","C165_1CHfemales",0.010114821,0.04456289,44,44,"CC","CH","F","F","C"
"701","C179","C179_1CCfemales","C179_5CHfemales",0.004667689,0.184481251,44,44,"CC","CH","F","F","C"
"702","C182","C182_1CCfemales","C182_7CHfemales",0.011401749,0.006487339,44,44,"CC","CH","F","F","C"
"703","C184","C184_1CCfemales","C184_1CHfemales",0.01062686,0.059879446,44,44,"CC","CH","F","F","C"
"704","C199","C199_1CCfemales","C199_1CHfemales",0.00065189,0.014249789,44,44,"CC","CH","F","F","C"
"705","C21","C21_1CCfemales","C21_5CHfemales",0.018781941,0.04767698,44,44,"CC","CH","F","F","C"
"706","C32","C32_1CCfemales","C32_3CHfemales",0.006852625,0.08237618,44,44,"CC","CH","F","F","C"
"707","C44","C44_1CCfemales","C44_8CHfemales",0.001791703,0.042269688,44,44,"CC","CH","F","F","C"
"708","C51","C51_1CCfemales","C51_1CHfemales",0.008469871,0.021671182,44,44,"CC","CH","F","F","C"
"709","C71","C71_1CCfemales","C71_1CHfemales",0.009879918,0.058501829,44,44,"CC","CH","F","F","C"
"710","C76","C76_1CCfemales","C76_1CHfemales",0.002416628,0.046944892,44,44,"CC","CH","F","F","C"
"711","C85","C85_1CCfemales","C85_5CHfemales",0.014508085,0.002253944,44,44,"CC","CH","F","F","C"
"712","C93","C93_1CCfemales","C93_2CHfemales",0.01432007,0.077205031,44,44,"CC","CH","F","F","C"
"713","H105","H105_6HHfemales","H105_1HCfemales",0.073433297,0.001954586,44,44,"HH","HC","F","F","H"
"714","H124","H124_2HHfemales","H124_1HCfemales",0.080236916,0.007727219,44,44,"HH","HC","F","F","H"
"715","H129","H129_1HHfemales","H129_1HCfemales",0.043396427,0.01016616,44,44,"HH","HC","F","F","H"
"716","H13","H13_6HHfemales","H13_1HCfemales",0.062533196,0.0139509,44,44,"HH","HC","F","F","H"
"717","H132","H132_1HHfemales","H132_1HCfemales",0.043187585,0.010913103,44,44,"HH","HC","F","F","H"
"718","H134","H134_3HHfemales","H134_1HCfemales",0.033182244,0.005863757,44,44,"HH","HC","F","F","H"
"719","H155","H155_1HHfemales","H155_1HCfemales",0.020522392,0.003911343,44,44,"HH","HC","F","F","H"
"720","H161","H161_9HHfemales","H161_1HCfemales",0.095754127,0.000325764,44,44,"HH","HC","F","F","H"
"721","H166","H166_1HHfemales","H166_1HCfemales",0.033242463,0.015388792,44,44,"HH","HC","F","F","H"
"722","H180","H180_4HHfemales","H180_1HCfemales",0.084933165,0.028678831,44,44,"HH","HC","F","F","H"
"723","H190","H190_2HHmales","H190_1HCfemales",0.116973194,0.009093453,44,44,"HH","HC","M","F","H"
"724","H25","H25_2HHfemales","H25_1HCfemales",0.020382261,0.001954586,44,44,"HH","HC","F","F","H"
"725","H32","H32_4HHfemales","H32_1HCfemales",0.034821394,0.006200026,44,44,"HH","HC","F","F","H"
"726","H42","H42_1HHfemales","H42_1HCfemales",0.057502901,0.015684127,44,44,"HH","HC","F","F","H"
"727","H50","H50_3HHfemales","H50_1HCfemales",0.055599953,0.00374837,44,44,"HH","HC","F","F","H"
"728","H51","H51_5HHfemales","H51_1HCfemales",0.028363498,0.005378096,44,44,"HH","HC","F","F","H"
"729","H55","H55_3HHfemales","H55_1HCfemales",0.048759602,0.010817689,44,44,"HH","HC","F","F","H"
"730","H83","H83_1HHfemales","H83_1HCfemales",0.078656501,0.00065189,44,44,"HH","HC","F","F","H"
"731","H86","H86_2HHfemales","H86_1HCfemales",0.047878734,0.017776518,44,44,"HH","HC","F","F","H"
"732","H87","H87_1HHfemales","H87_1HCmales",0.057889667,0.02752708,44,44,"HH","HC","F","M","H"
"733","H89","H89_2HHfemales","H89_1HCfemales",0.020711389,0.010267275,44,44,"HH","HC","F","F","H"
"734","H94","H94_1HHfemales","H94_1HCfemales",0.092289375,0.011479722,44,44,"HH","HC","F","F","H"
"735","H97","H97_5HHfemales","H97_1HCfemales",0.035764755,0.008242583,44,44,"HH","HC","F","F","H"
"736","C10","C10_2CCmales","C10_2CHmales",0.005541069,0.070335978,16,16,"CC","CH","M","M","C"
"737","C111","C111_2CCmales","C111_1CHmales",0.211425163,0.077445561,16,16,"CC","CH","M","M","C"
"738","C112","C112_2CCmales","C112_6CHmales",0.268234892,0.001140175,16,16,"CC","CH","M","M","C"
"739","C126","C126_2CCmales","C126_2CHmales",0.112130034,0.882442077,16,16,"CC","CH","M","M","C"
"740","C132","C132_2CCmales","C132_2CHmales",0.000162882,0.188794562,16,16,"CC","CH","M","M","C"
"741","C134","C134_2CCmales","C134_2CHmales",0.001791703,0.158158793,16,16,"CC","CH","M","M","C"
"742","C14","C14_2CCmales","C14_2CHmales",0.024141282,0.194596748,16,16,"CC","CH","M","M","C"
"743","C145","C145_2CCmales","C145_1CHmales",0.403021848,0.513324902,16,16,"CC","CH","M","M","C"
"744","C149","C149_2CCmales","C149_8CHmales",0.048884288,0.019320145,16,16,"CC","CH","M","M","C"
"745","C151","C151_2CCmales","C151_2CHmales",0.011238867,0.541955125,16,16,"CC","CH","M","M","C"
"746","C153","C153_2CCmales","C153_2CHmales",0.013586685,0.404935474,16,16,"CC","CH","M","M","C"
"747","C156","C156_2CCmales","C156_2CHmales",0.009284281,0.005212228,16,16,"CC","CH","M","M","C"
"748","C16","C16_2CCmales","C16_1CHmales",0.007595891,0.089655897,16,16,"CC","CH","M","M","C"
"749","C165","C165_2CCmales","C165_2CHmales",0.032875477,0.047758659,16,16,"CC","CH","M","M","C"
"750","C179","C179_2CCmales","C179_1CHmales",0.24395017,0.158338161,16,16,"CC","CH","M","M","C"
"751","C182","C182_2CCmales","C182_8CHmales",0.017965461,0.002022054,16,16,"CC","CH","M","M","C"
"752","C184","C184_2CCmales","C184_2CHmales",0.068759255,0.100702682,16,16,"CC","CH","M","M","C"
"753","C199",NA,"C199_2CHmales",NA,0.158796059,NA,16,NA,"CH",NA,"M","C"
"754","C21","C21_2CCmales","C21_1CHmales",0.000162882,0.000651529,16,16,"CC","CH","M","M","C"
"755","C32","C32_2CCmales","C32_5CHmales",0.313544909,0.023427081,16,16,"CC","CH","M","M","C"
"756","C44","C44_2CCmales","C44_9CHmales",0.016855903,0.035871539,16,16,"CC","CH","M","M","C"
"757","C51",NA,"C51_2CHmales",NA,0,NA,16,NA,"CH",NA,"M","C"
"758","C71","C71_2CCmales","C71_2CHmales",0.11422996,0.264441971,16,16,"CC","CH","M","M","C"
"759","C76","C76_2CCmales","C76_6CHmales",0.006026639,0.235001435,16,16,"CC","CH","M","M","C"
"760","C85","C85_2CCmales","C85_2CHmales",0.354068062,0.037418573,16,16,"CC","CH","M","M","C"
"761","C93","C93_2CCmales","C93_1CHmales",0,0.014341591,16,16,"CC","CH","M","M","C"
"762","H105","H105_9HHmales","H105_2HCmales",0.021500441,0.008609587,16,16,"HH","HC","M","M","H"
"763","H124","H124_1HHmales","H124_2HCmales",0,0.136716792,16,16,"HH","HC","M","M","H"
"764","H129","H129_2HHmales","H129_2HCmales",0.858881733,0.409779019,16,16,"HH","HC","M","M","H"
"765","H13","H13_1HHmales","H13_2HCmales",0.018838435,0,16,16,"HH","HC","M","M","H"
"766","H132","H132_2HHmales","H132_2HCmales",0.019708738,0.069674683,16,16,"HH","HC","M","M","H"
"767","H134","H134_5HHmales","H134_2HCmales",0.235463436,0.042527141,16,16,"HH","HC","M","M","H"
"768","H155","H155_7HHmales","H155_2HCmales",0.003257643,0.028306582,16,16,"HH","HC","M","M","H"
"769","H161","H161_5HHmales","H161_2HCmales",0.383990721,0.220847168,16,16,"HH","HC","M","M","H"
"770","H166","H166_2HHmales","H166_2HCmales",0.201104103,0.072068128,16,16,"HH","HC","M","M","H"
"771","H180","H180_2HHmales","H180_2HCmales",0.251480462,0.000325764,16,16,"HH","HC","M","M","H"
"772","H190",NA,"H190_2HCmales",NA,0.075373492,NA,16,NA,"HC",NA,"M","H"
"773","H25","H25_1HHmales","H25_2HCmales",0.195007742,0.048714723,16,16,"HH","HC","M","M","H"
"774","H32","H32_5HHmales","H32_2HCmales",0.045407809,0.040299354,16,16,"HH","HC","M","M","H"
"775","H42","H42_2HHmales","H42_2HCmales",0.039505388,0.031498059,16,16,"HH","HC","M","M","H"
"776","H50","H50_5HHmales","H50_2HCmales",0,0.190588838,16,16,"HH","HC","M","M","H"
"777","H51","H51_6HHmales","H51_2HCmales",0.006678167,0.009610046,16,16,"HH","HC","M","M","H"
"778","H55","H55_4HHmales","H55_2HCmales",0.004667689,0.023752845,16,16,"HH","HC","M","M","H"
"779","H83","H83_2HHmales","H83_2HCmales",0.005700875,0,16,16,"HH","HC","M","M","H"
"780","H86","H86_3HHmales","H86_2HCmales",0.027777304,0,16,16,"HH","HC","M","M","H"
"781","H87","H87_5HHmales",NA,0.526129088,NA,16,NA,"HH",NA,"M",NA,"H"
"782","H89","H89_4HHmales","H89_2HCmales",0.134819612,0.007015507,16,16,"HH","HC","M","M","H"
"783","H94","H94_3HHmales","H94_2HCmales",0.357274739,0.502028015,16,16,"HH","HC","M","M","H"
"784","H97","H97_9HHmales","H97_2HCmales",0.062939354,0.119363397,16,16,"HH","HC","M","M","H"
"785","C10","C10_2CCmales","C10_2CHmales",0.010756193,0.027599392,18,18,"CC","CH","M","M","C"
"786","C111","C111_2CCmales","C111_1CHmales",0.136166271,0.177156285,18,18,"CC","CH","M","M","C"
"787","C112","C112_2CCmales","C112_6CHmales",0.329030839,0,18,18,"CC","CH","M","M","C"
"788","C126","C126_2CCmales","C126_2CHmales",0.162042481,0.704179717,18,18,"CC","CH","M","M","C"
"789","C132","C132_2CCmales","C132_2CHmales",0.01059322,0.008800522,18,18,"CC","CH","M","M","C"
"790","C134","C134_2CCmales","C134_2CHmales",0.014667536,0,18,18,"CC","CH","M","M","C"
"791","C14","C14_2CCmales","C14_2CHmales",0.010519846,0.107261325,18,18,"CC","CH","M","M","C"
"792","C145","C145_2CCmales","C145_1CHmales",0.135061811,0.570258168,18,18,"CC","CH","M","M","C"
"793","C149","C149_2CCmales","C149_8CHmales",0,0.140411736,18,18,"CC","CH","M","M","C"
"794","C151","C151_2CCmales","C151_2CHmales",0.035202627,0.565142265,18,18,"CC","CH","M","M","C"
"795","C153","C153_2CCmales","C153_2CHmales",0.001955671,0.133663359,18,18,"CC","CH","M","M","C"
"796","C156","C156_2CCmales","C156_2CHmales",0.041869045,0.011897001,18,18,"CC","CH","M","M","C"
"797","C16","C16_2CCmales","C16_1CHmales",0.022663767,0.037377374,18,18,"CC","CH","M","M","C"
"798","C165","C165_2CCmales","C165_2CHmales",0.015534334,0.024797046,18,18,"CC","CH","M","M","C"
"799","C179","C179_2CCmales","C179_1CHmales",0.323154341,0.001465939,18,18,"CC","CH","M","M","C"
"800","C182","C182_2CCmales","C182_8CHmales",0.037636009,0.010178593,18,18,"CC","CH","M","M","C"
"801","C184","C184_2CCmales","C184_2CHmales",0.040356489,0.199634412,18,18,"CC","CH","M","M","C"
"802","C199",NA,"C199_2CHmales",NA,0.110757494,NA,18,NA,"CH",NA,"M","C"
"803","C21","C21_2CCmales","C21_1CHmales",0.012711864,0.022653194,18,18,"CC","CH","M","M","C"
"804","C32","C32_2CCmales","C32_5CHmales",0.392201738,0.009205554,18,18,"CC","CH","M","M","C"
"805","C44","C44_2CCmales","C44_9CHmales",0,0.032431544,18,18,"CC","CH","M","M","C"
"806","C51",NA,"C51_2CHmales",NA,0,NA,18,NA,"CH",NA,"M","C"
"807","C71","C71_2CCmales","C71_2CHmales",0,0.165598874,18,18,"CC","CH","M","M","C"
"808","C76","C76_2CCmales","C76_6CHmales",0.011543094,0.158881753,18,18,"CC","CH","M","M","C"
"809","C85","C85_2CCmales","C85_2CHmales",0.005867014,0.046908153,18,18,"CC","CH","M","M","C"
"810","C93","C93_2CCmales","C93_1CHmales",0,0,18,18,"CC","CH","M","M","C"
"811","H105","H105_9HHmales","H105_2HCmales",0.017601043,0.026140185,18,18,"HH","HC","M","M","H"
"812","H124","H124_1HHmales","H124_2HCmales",0.177278022,1.027018999,18,18,"HH","HC","M","M","H"
"813","H129","H129_2HHmales","H129_2HCmales",0.207359464,0.004074316,18,18,"HH","HC","M","M","H"
"814","H13","H13_1HHmales","H13_2HCmales",0.167624069,0,18,18,"HH","HC","M","M","H"
"815","H132","H132_2HHmales","H132_2HCmales",0.608561237,0.013105315,18,18,"HH","HC","M","M","H"
"816","H134","H134_5HHmales","H134_2HCmales",0.144070821,0.270585031,18,18,"HH","HC","M","M","H"
"817","H155","H155_7HHmales","H155_2HCmales",0.033481535,0.016690713,18,18,"HH","HC","M","M","H"
"818","H161","H161_5HHmales","H161_2HCmales",0.097771272,0.071338427,18,18,"HH","HC","M","M","H"
"819","H166","H166_2HHmales","H166_2HCmales",0.104660606,0.023810708,18,18,"HH","HC","M","M","H"
"820","H180","H180_2HHmales","H180_2HCmales",0.083749276,0.010919166,18,18,"HH","HC","M","M","H"
"821","H190",NA,"H190_2HCmales",NA,0.112119119,NA,18,NA,"HC",NA,"M","H"
"822","H25","H25_1HHmales","H25_2HCmales",0.002512095,0.33209394,18,18,"HH","HC","M","M","H"
"823","H32","H32_5HHmales","H32_2HCmales",0.024278123,0.050428032,18,18,"HH","HC","M","M","H"
"824","H42","H42_2HHmales","H42_2HCmales",0.001792699,0.313722684,18,18,"HH","HC","M","M","H"
"825","H50","H50_5HHmales","H50_2HCmales",0.005704042,0.060121433,18,18,"HH","HC","M","M","H"
